Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00 1608416/1608416     __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [16]
-----------------------------------------------
                0.00    0.00  804208/804208      std::vector<std::string, std::allocator<std::string> >::size() const [23]
[22]     0.0    0.00    0.00  804208         std::vector<std::string, std::allocator<std::string> >::end() const [22]
                0.00    0.00  804208/1608416     __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [15]
-----------------------------------------------
                0.00    0.00     822/804208      string_split(std::string const&, char, std::vector<std::string, std::allocator<std::string> >&) [108]
                0.00    0.00     822/804208      JgzData::process(std::vector<std::string, std::allocator<std::string> >&, std::map<std::string, long, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >&, JDocID&, JWordMap&) [163]
                0.00    0.00  158273/804208      JWordMap::generateMap(std::vector<std::string, std::allocator<std::string> >&, long) [114]
                0.00    0.00  158675/804208      string_split(std::string const&, char const*, std::vector<std::string, std::allocator<std::string> >&) [60]
                0.00    0.00  169087/804208      std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
                0.00    0.00  316529/804208      JgzData::wordFilter(char*, std::vector<std::string, std::allocator<std::string> >&) [113]
[23]     0.0    0.00    0.00  804208         std::vector<std::string, std::allocator<std::string> >::size() const [23]
                0.00    0.00  804208/804208      std::vector<std::string, std::allocator<std::string> >::begin() const [24]
                0.00    0.00  804208/804208      std::vector<std::string, std::allocator<std::string> >::end() const [22]
                0.00    0.00  804208/804208      __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string const*, std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [21]
-----------------------------------------------
                0.00    0.00  804208/804208      std::vector<std::string, std::allocator<std::string> >::size() const [23]
[24]     0.0    0.00    0.00  804208         std::vector<std::string, std::allocator<std::string> >::begin() const [24]
                0.00    0.00  804208/1608416     __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [15]
-----------------------------------------------
                0.00    0.00  157854/794217      JgzData::wordFilter(char*, std::vector<std::string, std::allocator<std::string> >&) [113]
                0.00    0.00  315306/794217      std::vector<std::string, std::allocator<std::string> >::erase(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [67]
                0.00    0.00  321057/794217      std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [32]
[25]     0.0    0.00    0.00  794217         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator+(int const&) const [25]
                0.00    0.00  794217/2760413     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [10]
-----------------------------------------------
                0.00    0.00       1/653483      std::vector<std::string, std::allocator<std::string> >::clear() [190]
                0.00    0.00       2/653483      std::vector<std::string, std::allocator<std::string> >::erase(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [191]
                0.00    0.00  169087/653483      std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
                0.00    0.00  169087/653483      std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [28]
                0.00    0.00  315306/653483      std::vector<std::string, std::allocator<std::string> >::erase(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [67]
[26]     0.0    0.00    0.00  653483         std::vector<std::string, std::allocator<std::string> >::end() [26]
                0.00    0.00  653483/2760413     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [10]
-----------------------------------------------
                0.00    0.00       1/647999      std::vector<std::string, std::allocator<std::string> >::clear() [190]
                0.00    0.00  157854/647999      JgzData::wordFilter(char*, std::vector<std::string, std::allocator<std::string> >&) [113]
                0.00    0.00  169087/647999      std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
                0.00    0.00  321057/647999      std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [32]
[27]     0.0    0.00    0.00  647999         std::vector<std::string, std::allocator<std::string> >::begin() [27]
                0.00    0.00  647999/2760413     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [10]
-----------------------------------------------
                0.00    0.00     822/479736      JgzIndx::initial() [166]
                0.00    0.00    5754/479736      string_split(std::string const&, char, std::vector<std::string, std::allocator<std::string> >&) [108]
                0.00    0.00  473160/479736      string_split(std::string const&, char const*, std::vector<std::string, std::allocator<std::string> >&) [60]
[28]     0.0    0.00    0.00  479736         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [28]
                0.00    0.00  310649/974645      void std::_Construct<std::string, std::string>(std::string*, std::string const&) [19]
                0.00    0.00  169087/653483      std::vector<std::string, std::allocator<std::string> >::end() [26]
                0.00    0.00  169087/169087      std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
-----------------------------------------------
                0.00    0.00  338174/338174      std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
[29]     0.0    0.00    0.00  338174         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [29]
                0.00    0.00  338174/338174      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __false_type) [30]
-----------------------------------------------
                0.00    0.00  338174/338174      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [29]
[30]     0.0    0.00    0.00  338174         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __false_type) [30]
                0.00    0.00  989818/1805784     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [12]
                0.00    0.00  989818/1653814     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++() [14]
                0.00    0.00  833083/1654934     bool __gnu_cxx::operator!=<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [13]
                0.00    0.00  494909/974645      void std::_Construct<std::string, std::string>(std::string*, std::string const&) [19]
-----------------------------------------------
                0.00    0.00  159497/328584      std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [53]
                0.00    0.00  169087/328584      std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
[31]     0.0    0.00    0.00  328584         std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [31]
                0.00    0.00  169086/169086      __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [41]
-----------------------------------------------
                0.00    0.00    2466/321057      JgzIndx::initial() [166]
                0.00    0.00    3285/321057      JgzData::process(std::vector<std::string, std::allocator<std::string> >&, std::map<std::string, long, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >&, JDocID&, JWordMap&) [163]
                0.00    0.00  157452/321057      JWordMap::generateMap(std::vector<std::string, std::allocator<std::string> >&, long) [114]
                0.00    0.00  157854/321057      JgzData::wordFilter(char*, std::vector<std::string, std::allocator<std::string> >&) [113]
[32]     0.0    0.00    0.00  321057         std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [32]
                0.00    0.00  321057/647999      std::vector<std::string, std::allocator<std::string> >::begin() [27]
                0.00    0.00  321057/794217      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator+(int const&) const [25]
                0.00    0.00  321057/1805784     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [12]
-----------------------------------------------
                0.00    0.00  159497/318995      std::allocator<std::string>::~allocator() [51]
                0.00    0.00  159498/318995      std::allocator<std::string>::~allocator() [47]
[33]     0.0    0.00    0.00  318995         __gnu_cxx::new_allocator<std::string>::~new_allocator() [33]
-----------------------------------------------
                0.00    0.00       1/318127      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::insert_unique(std::pair<std::string const, long> const&) [193]
                0.00    0.00     820/318127      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::insert_unique(std::_Rb_tree_iterator<std::pair<std::string const, long> >, std::pair<std::string const, long> const&) [128]
                0.00    0.00    1644/318127      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::lower_bound(std::string const&) [97]
                0.00    0.00  157452/318127      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::insert_equal(std::pair<std::string const, long> const&) [80]
                0.00    0.00  158210/318127      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, long> const&) [65]
[34]     0.0    0.00    0.00  318127         std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::_M_end() [34]
-----------------------------------------------
                0.00    0.00     821/315725      std::map<std::string, long, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::operator[](std::string const&) [96]
                0.00    0.00  157452/315725      JWordMap::generateMap(std::vector<std::string, std::allocator<std::string> >&, long) [114]
                0.00    0.00  157452/315725      void std::_Destroy<std::pair<std::string const, long> >(std::pair<std::string const, long>*) [82]
[35]     0.0    0.00    0.00  315725         std::pair<std::string const, long>::~pair() [35]
-----------------------------------------------
                0.00    0.00  169088/169088      void std::_Destroy<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [37]
[36]     0.0    0.00    0.00  169088         void std::__destroy_aux<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __false_type) [36]
                0.00    0.00  663997/1654934     bool __gnu_cxx::operator!=<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [13]
                0.00    0.00  494909/1805784     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [12]
                0.00    0.00  494909/973823      void std::_Destroy<std::string>(std::string*) [20]
                0.00    0.00  494909/1653814     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++() [14]
-----------------------------------------------
                0.00    0.00       1/169088      std::vector<std::string, std::allocator<std::string> >::erase(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [191]
                0.00    0.00  169087/169088      std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
[37]     0.0    0.00    0.00  169088         void std::_Destroy<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [37]
                0.00    0.00  169088/169088      void std::__destroy_aux<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __false_type) [36]
-----------------------------------------------
                0.00    0.00  169087/169087      std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [39]
[38]     0.0    0.00    0.00  169087         __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [38]
-----------------------------------------------
                0.00    0.00  169087/169087      std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
[39]     0.0    0.00    0.00  169087         std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [39]
                0.00    0.00  169087/169087      __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [38]
-----------------------------------------------
                0.00    0.00  169087/169087      std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [28]
[40]     0.0    0.00    0.00  169087         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [40]
                0.00    0.00  676348/4458577     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [5]
                0.00    0.00  507261/2760413     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [10]
                0.00    0.00  338174/338174      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [29]
                0.00    0.00  169087/804208      std::vector<std::string, std::allocator<std::string> >::size() const [23]
                0.00    0.00  169087/169087      std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [39]
                0.00    0.00  169087/974645      void std::_Construct<std::string, std::string>(std::string*, std::string const&) [19]
                0.00    0.00  169087/1653814     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++() [14]
                0.00    0.00  169087/653483      std::vector<std::string, std::allocator<std::string> >::end() [26]
                0.00    0.00  169087/647999      std::vector<std::string, std::allocator<std::string> >::begin() [27]
                0.00    0.00  169087/169088      void std::_Destroy<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [37]
                0.00    0.00  169087/328584      std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [31]
-----------------------------------------------
                0.00    0.00  169086/169086      std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [31]
[41]     0.0    0.00    0.00  169086         __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [41]
-----------------------------------------------
                0.00    0.00       1/162386      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::insert_unique(std::pair<std::string const, long> const&) [193]
                0.00    0.00       2/162386      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::begin() [159]
                0.00    0.00    1644/162386      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::lower_bound(std::string const&) [97]
                0.00    0.00    2466/162386      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::end() [91]
                0.00    0.00  158273/162386      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, long> const&) [65]
[42]     0.0    0.00    0.00  162386         std::_Rb_tree_iterator<std::pair<std::string const, long> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, long> >*) [42]
-----------------------------------------------
                0.00    0.00  159498/159498      std::allocator<std::string>::allocator(std::allocator<std::string> const&) [46]
[43]     0.0    0.00    0.00  159498         __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [43]
-----------------------------------------------
                0.00    0.00  159498/159498      std::allocator<std::string>::allocator() [45]
[44]     0.0    0.00    0.00  159498         __gnu_cxx::new_allocator<std::string>::new_allocator() [44]
-----------------------------------------------
                0.00    0.00       1/159498      JgzIndx::JgzIndx(char const*) [169]
                0.00    0.00     821/159498      JgzData::process(std::vector<std::string, std::allocator<std::string> >&, std::map<std::string, long, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >&, JDocID&, JWordMap&) [163]
                0.00    0.00     822/159498      JgzIndx::initial() [166]
                0.00    0.00  157854/159498      JgzData::wordFilter(char*, std::vector<std::string, std::allocator<std::string> >&) [113]
[45]     0.0    0.00    0.00  159498         std::allocator<std::string>::allocator() [45]
                0.00    0.00  159498/159498      __gnu_cxx::new_allocator<std::string>::new_allocator() [44]
-----------------------------------------------
                0.00    0.00  159498/159498      std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [48]
[46]     0.0    0.00    0.00  159498         std::allocator<std::string>::allocator(std::allocator<std::string> const&) [46]
                0.00    0.00  159498/159498      __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [43]
-----------------------------------------------
                0.00    0.00       1/159498      JgzIndx::JgzIndx(char const*) [169]
                0.00    0.00     821/159498      JgzData::process(std::vector<std::string, std::allocator<std::string> >&, std::map<std::string, long, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >&, JDocID&, JWordMap&) [163]
                0.00    0.00     822/159498      JgzIndx::initial() [166]
                0.00    0.00  157854/159498      JgzData::wordFilter(char*, std::vector<std::string, std::allocator<std::string> >&) [113]
[47]     0.0    0.00    0.00  159498         std::allocator<std::string>::~allocator() [47]
                0.00    0.00  159498/318995      __gnu_cxx::new_allocator<std::string>::~new_allocator() [33]
-----------------------------------------------
                0.00    0.00  159498/159498      std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [49]
[48]     0.0    0.00    0.00  159498         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [48]
                0.00    0.00  159498/159498      std::allocator<std::string>::allocator(std::allocator<std::string> const&) [46]
-----------------------------------------------
                0.00    0.00  159498/159498      std::vector<std::string, std::allocator<std::string> >::vector(std::allocator<std::string> const&) [50]
[49]     0.0    0.00    0.00  159498         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [49]
                0.00    0.00  159498/159498      std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [48]
-----------------------------------------------
                0.00    0.00       1/159498      JgzIndx::JgzIndx(char const*) [169]
                0.00    0.00     821/159498      JgzData::process(std::vector<std::string, std::allocator<std::string> >&, std::map<std::string, long, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >&, JDocID&, JWordMap&) [163]
                0.00    0.00     822/159498      JgzIndx::initial() [166]
                0.00    0.00  157854/159498      JgzData::wordFilter(char*, std::vector<std::string, std::allocator<std::string> >&) [113]
[50]     0.0    0.00    0.00  159498         std::vector<std::string, std::allocator<std::string> >::vector(std::allocator<std::string> const&) [50]
                0.00    0.00  159498/159498      std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [49]
-----------------------------------------------
                0.00    0.00  159497/159497      std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [52]
[51]     0.0    0.00    0.00  159497         std::allocator<std::string>::~allocator() [51]
                0.00    0.00  159497/318995      __gnu_cxx::new_allocator<std::string>::~new_allocator() [33]
-----------------------------------------------
                0.00    0.00  159497/159497      std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [53]
[52]     0.0    0.00    0.00  159497         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [52]
                0.00    0.00  159497/159497      std::allocator<std::string>::~allocator() [51]
-----------------------------------------------
                0.00    0.00  159497/159497      std::vector<std::string, std::allocator<std::string> >::~vector() [54]
[53]     0.0    0.00    0.00  159497         std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [53]
                0.00    0.00  159497/328584      std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [31]
                0.00    0.00  159497/159497      std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [52]
-----------------------------------------------
                0.00    0.00     821/159497      JgzData::process(std::vector<std::string, std::allocator<std::string> >&, std::map<std::string, long, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >&, JDocID&, JWordMap&) [163]
                0.00    0.00     822/159497      JgzIndx::initial() [166]
                0.00    0.00  157854/159497      JgzData::wordFilter(char*, std::vector<std::string, std::allocator<std::string> >&) [113]
[54]     0.0    0.00    0.00  159497         std::vector<std::string, std::allocator<std::string> >::~vector() [54]
                0.00    0.00  159497/159497      void std::_Destroy<std::string*>(std::string*, std::string*) [56]
                0.00    0.00  159497/159497      std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [53]
-----------------------------------------------
                0.00    0.00  159497/159497      void std::_Destroy<std::string*>(std::string*, std::string*) [56]
[55]     0.0    0.00    0.00  159497         void std::__destroy_aux<std::string*>(std::string*, std::string*, __false_type) [55]
                0.00    0.00  321060/973823      void std::_Destroy<std::string>(std::string*) [20]
-----------------------------------------------
                0.00    0.00  159497/159497      std::vector<std::string, std::allocator<std::string> >::~vector() [54]
[56]     0.0    0.00    0.00  159497         void std::_Destroy<std::string*>(std::string*, std::string*) [56]
                0.00    0.00  159497/159497      void std::__destroy_aux<std::string*>(std::string*, std::string*, __false_type) [55]
-----------------------------------------------
                0.00    0.00     982/159190      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::insert_unique(std::_Rb_tree_iterator<std::pair<std::string const, long> >, std::pair<std::string const, long> const&) [128]
                0.00    0.00  158208/159190      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, long> const&) [65]
[57]     0.0    0.00    0.00  159190         std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::_S_key(std::_Rb_tree_node_base const*) [57]
                0.00    0.00  159190/159190      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::_S_value(std::_Rb_tree_node_base const*) [58]
                0.00    0.00  159190/6580604     std::_Select1st<std::pair<std::string const, long> >::operator()(std::pair<std::string const, long> const&) const [4]
-----------------------------------------------
                0.00    0.00  159190/159190      std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::_S_key(std::_Rb_tree_node_base const*) [57]
[58]     0.0    0.00    0.00  159190         std::_Rb_tree<std::string, std::pair<std::string const, long>, std::_Select1st<std::pair<std::string const, long> >, std::less<std::string>, std::allocator<std::pair<std::string const, long> > >::_S_value(std::_Rb_tree_node_base const*) [58]
-----------------------------------------------
